,0,coordinates,latitude,longitude,lat_long,coord_tuple
286,TAMPINES ST 22,"{'address_components': [{'long_name': 'Tampines Street 22', 'short_name': 'Tampines Street 22', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 22, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.350797, 'lng': 103.9542818}, 'southwest': {'lat': 1.3475786, 'lng': 103.9506556}}, 'location': {'lat': 1.3490889, 'lng': 103.9510797}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.350797, 'lng': 103.9542818}, 'southwest': {'lat': 1.3475786, 'lng': 103.9506556}}}, 'place_id': 'ChIJIY9d1Rs92jER3xCA3yUvxno', 'types': ['route']}",1.3490889,103.9510797,1.3490889%2C103.9510797,"[None, None]"
287,TAMPINES ST 41,"{'address_components': [{'long_name': 'Tampines Street 41', 'short_name': 'Tampines Street 41', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 41, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3613493, 'lng': 103.9517434}, 'southwest': {'lat': 1.3563965, 'lng': 103.9455791}}, 'location': {'lat': 1.3588314, 'lng': 103.9489686}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3613493, 'lng': 103.9517434}, 'southwest': {'lat': 1.3563965, 'lng': 103.9455791}}}, 'place_id': 'ChIJZXIsSA892jER8RlJgqlKQsg', 'types': ['route']}",1.3588314,103.9489686,1.3588314%2C103.9489686,"[None, None]"
288,TAMPINES AVE 4,"{'address_components': [{'long_name': 'Tampines Avenue 4', 'short_name': 'Tampines Ave 4', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Ave 4, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3566957, 'lng': 103.9492051}, 'southwest': {'lat': 1.3435603, 'lng': 103.9376021}}, 'location': {'lat': 1.3516867, 'lng': 103.9423072}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3566957, 'lng': 103.9492051}, 'southwest': {'lat': 1.3435603, 'lng': 103.9376021}}}, 'place_id': 'ChIJ2SKywRM92jERWCLJNNmJDzs', 'types': ['route']}",1.3516867,103.9423072,1.3516867%2C103.9423072,"[None, None]"
289,TAMPINES ST 44,"{'address_components': [{'long_name': 'Tampines Street 44', 'short_name': 'Tampines Street 44', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 44, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3619243, 'lng': 103.955007}, 'southwest': {'lat': 1.3585523, 'lng': 103.9531939}}, 'location': {'lat': 1.3601168, 'lng': 103.953864}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3619243, 'lng': 103.9554494302915}, 'southwest': {'lat': 1.3585523, 'lng': 103.9527514697085}}}, 'place_id': 'ChIJ3dsqxgY92jERavyD0Z6JMXo', 'types': ['route']}",1.3601168,103.953864,1.3601168%2C103.953864,"[None, None]"
290,TAMPINES ST 81,"{'address_components': [{'long_name': 'Tampines Street 81', 'short_name': 'Tampines Street 81', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 81, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3506293, 'lng': 103.9365144}, 'southwest': {'lat': 1.3470904, 'lng': 103.931801}}, 'location': {'lat': 1.3483827, 'lng': 103.933707}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3506293, 'lng': 103.9365144}, 'southwest': {'lat': 1.3470904, 'lng': 103.931801}}}, 'place_id': 'ChIJl_VOhGs92jERAA98d1ZshYc', 'types': ['route']}",1.3483827,103.933707,1.3483827%2C103.933707,"[None, None]"
291,TAMPINES ST 11,"{'address_components': [{'long_name': 'Tampines Street 11', 'short_name': 'Tampines St. 11', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines St. 11, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3493649, 'lng': 103.9506556}, 'southwest': {'lat': 1.3452577, 'lng': 103.9441287}}, 'location': {'lat': 1.3455541, 'lng': 103.9469361}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3493649, 'lng': 103.9506556}, 'southwest': {'lat': 1.3452577, 'lng': 103.9441287}}}, 'place_id': 'ChIJvdorDxc92jERBy9mDQCnxD0', 'types': ['route']}",1.3455541,103.9469361,1.3455541%2C103.9469361,"[None, None]"
292,TAMPINES ST 23,"{'address_components': [{'long_name': 'Tampines Street 23', 'short_name': 'Tampines St 23', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines St 23, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3540177, 'lng': 103.9553696}, 'southwest': {'lat': 1.3537122, 'lng': 103.9517208}}, 'location': {'lat': 1.3537876, 'lng': 103.9533691}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.355213930291502, 'lng': 103.9553696}, 'southwest': {'lat': 1.352515969708498, 'lng': 103.9517208}}}, 'place_id': 'ChIJM7L2NRs92jERstpl6boGZtk', 'types': ['route']}",1.3537876,103.9533691,1.3537876%2C103.9533691,"[None, None]"
293,TAMPINES ST 91,"{'address_components': [{'long_name': 'Tampines Street 91', 'short_name': 'Tampines Street 91', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 91, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3485427, 'lng': 103.9408654}, 'southwest': {'lat': 1.3464795, 'lng': 103.938146}}, 'location': {'lat': 1.348355, 'lng': 103.9391248}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.348860080291502, 'lng': 103.9408654}, 'southwest': {'lat': 1.346162119708498, 'lng': 103.938146}}}, 'place_id': 'ChIJB9kl5BQ92jERm4UI3RZ5r-I', 'types': ['route']}",1.348355,103.9391248,1.348355%2C103.9391248,"[None, None]"
294,TAMPINES ST 21,"{'address_components': [{'long_name': 'Tampines Street 21', 'short_name': 'Tampines St. 21', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines St. 21, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3564008, 'lng': 103.952106}, 'southwest': {'lat': 1.3502178, 'lng': 103.9462136}}, 'location': {'lat': 1.3516213, 'lng': 103.9489696}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3564008, 'lng': 103.952106}, 'southwest': {'lat': 1.3502178, 'lng': 103.9462136}}}, 'place_id': 'ChIJmfTQChA92jERGJNjLXVyoNo', 'types': ['route']}",1.3516213,103.9489696,1.3516213%2C103.9489696,"[None, None]"
295,TAMPINES ST 83,"{'address_components': [{'long_name': 'Tampines Street 83', 'short_name': 'Tampines Street 83', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 83, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3558832, 'lng': 103.9354267}, 'southwest': {'lat': 1.350031, 'lng': 103.9325261}}, 'location': {'lat': 1.353207, 'lng': 103.9344639}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3558832, 'lng': 103.9354267}, 'southwest': {'lat': 1.350031, 'lng': 103.9325261}}}, 'place_id': 'ChIJF4QQmG092jERA4SO_aC6l7Q', 'types': ['route']}",1.353207,103.9344639,1.353207%2C103.9344639,"[None, None]"
296,TAMPINES ST 42,"{'address_components': [{'long_name': 'Tampines Street 42', 'short_name': 'Tampines Street 42', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 42, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3587222, 'lng': 103.9555509}, 'southwest': {'lat': 1.3563752, 'lng': 103.9499304}}, 'location': {'lat': 1.3586058, 'lng': 103.9523818}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.358897680291502, 'lng': 103.9555509}, 'southwest': {'lat': 1.356199719708498, 'lng': 103.9499304}}}, 'place_id': 'ChIJS0gkOAQ92jERZRG4ZAWhXus', 'types': ['route']}",1.3586058,103.9523818,1.3586058%2C103.9523818,"[None, None]"
297,TAMPINES ST 71,"{'address_components': [{'long_name': 'Tampines Street 71', 'short_name': 'Tampines Street 71', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 71, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3588203, 'lng': 103.936877}, 'southwest': {'lat': 1.3557272, 'lng': 103.9325261}}, 'location': {'lat': 1.357814, 'lng': 103.9333956}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3588203, 'lng': 103.936877}, 'southwest': {'lat': 1.3557272, 'lng': 103.9325261}}}, 'place_id': 'ChIJxTNXpnM92jER0n9y6mKWtkE', 'types': ['route']}",1.357814,103.9333956,1.357814%2C103.9333956,"[None, None]"
298,TAMPINES ST 45,"{'address_components': [{'long_name': 'Tampines Street 45', 'short_name': 'Tampines Street 45', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 45, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.363378, 'lng': 103.9593586}, 'southwest': {'lat': 1.3574996, 'lng': 103.9546444}}, 'location': {'lat': 1.3591474, 'lng': 103.9577982}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.363378, 'lng': 103.9593586}, 'southwest': {'lat': 1.3574996, 'lng': 103.9546444}}}, 'place_id': 'ChIJP0uZFgE92jERnL7Ap71yYWs', 'types': ['route']}",1.3591474,103.9577982,1.3591474%2C103.9577982,"[None, None]"
299,TAMPINES ST 34,"{'address_components': [{'long_name': 'Tampines Street 34', 'short_name': 'Tampines Street 34', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 34, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3576471, 'lng': 103.9608091}, 'southwest': {'lat': 1.3536802, 'lng': 103.958452}}, 'location': {'lat': 1.3559296, 'lng': 103.9601044}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3576471, 'lng': 103.9609795302915}, 'southwest': {'lat': 1.3536802, 'lng': 103.9582815697085}}}, 'place_id': 'ChIJlccxkgI92jERk3dS7b0V0e8', 'types': ['route']}",1.3559296,103.9601044,1.3559296%2C103.9601044,"[None, None]"
300,TAMPINES ST 82,"{'address_components': [{'long_name': 'Tampines Street 82', 'short_name': 'Tampines Street 82', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 82, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3535278, 'lng': 103.9397776}, 'southwest': {'lat': 1.349142, 'lng': 103.9354267}}, 'location': {'lat': 1.3516141, 'lng': 103.9365762}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3535278, 'lng': 103.9397776}, 'southwest': {'lat': 1.349142, 'lng': 103.9354267}}}, 'place_id': 'ChIJx6Bc0mw92jERJU7jauRaBIM', 'types': ['route']}",1.3516141,103.9365762,1.3516141%2C103.9365762,"[None, None]"
301,TAMPINES AVE 9,"{'address_components': [{'long_name': 'Tampines Avenue 9', 'short_name': 'Tampines Ave 9', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Ave 9, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3633951, 'lng': 103.957908}, 'southwest': {'lat': 1.3560525, 'lng': 103.9303507}}, 'location': {'lat': 1.3603201, 'lng': 103.943333}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3633951, 'lng': 103.957908}, 'southwest': {'lat': 1.3560525, 'lng': 103.9303507}}}, 'place_id': 'ChIJ5dDo_As92jERbKAVmD2RCYg', 'types': ['route']}",1.3603201,103.943333,1.3603201%2C103.943333,"[None, None]"
302,SIMEI ST 1,"{'address_components': [{'long_name': 'Simei Street 1', 'short_name': 'Simei Street 1', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Simei Street 1, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3471299, 'lng': 103.9593586}, 'southwest': {'lat': 1.3408477, 'lng': 103.9506556}}, 'location': {'lat': 1.3455145, 'lng': 103.9543872}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3471299, 'lng': 103.9593586}, 'southwest': {'lat': 1.3408477, 'lng': 103.9506556}}}, 'place_id': 'ChIJoX_E9iE92jERLmQp-z0clBA', 'types': ['route']}",1.3455145,103.9543872,1.3455145%2C103.9543872,"[None, None]"
303,SIMEI ST 5,"{'address_components': [{'long_name': 'Simei Street 5', 'short_name': 'Simei Street 5', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Simei Street 5, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3447942, 'lng': 103.954735}, 'southwest': {'lat': 1.3431768, 'lng': 103.9533752}}, 'location': {'lat': 1.3439132, 'lng': 103.9540976}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.345334480291502, 'lng': 103.9554040802915}, 'southwest': {'lat': 1.342636519708498, 'lng': 103.9527061197085}}}, 'place_id': 'ChIJpXq6ESI92jER1nH_J6ET5JI', 'types': ['route']}",1.3439132,103.9540976,1.3439132%2C103.9540976,"[None, None]"
304,TAMPINES ST 72,"{'address_components': [{'long_name': 'Tampines Street 72', 'short_name': 'Tampines St. 72', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines St. 72, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3605712, 'lng': 103.9350641}, 'southwest': {'lat': 1.3585189, 'lng': 103.934339}}, 'location': {'lat': 1.3593543, 'lng': 103.93467}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.360894030291502, 'lng': 103.9360505302915}, 'southwest': {'lat': 1.358196069708498, 'lng': 103.9333525697085}}}, 'place_id': 'ChIJm5GZYnQ92jERnh6HMUsh7WI', 'types': ['route']}",1.3593543,103.93467,1.3593543%2C103.93467,"[None, None]"
305,TAMPINES ST 84,"{'address_components': [{'long_name': 'Tampines Street 84', 'short_name': 'Tampines Street 84', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 84, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3535629, 'lng': 103.933999}, 'southwest': {'lat': 1.3520622, 'lng': 103.9308946}}, 'location': {'lat': 1.3526996, 'lng': 103.9324682}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.354161530291502, 'lng': 103.933999}, 'southwest': {'lat': 1.351463569708498, 'lng': 103.9308946}}}, 'place_id': 'ChIJGwoo3W092jER66n2Ws7XzJs', 'types': ['route']}",1.3526996,103.9324682,1.3526996%2C103.9324682,"[None, None]"
306,SIMEI ST 2,"{'address_components': [{'long_name': 'Simei Street 2', 'short_name': 'Simei Street 2', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Simei Street 2, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.344711, 'lng': 103.9557323}, 'southwest': {'lat': 1.3439023, 'lng': 103.9550977}}, 'location': {'lat': 1.3440316, 'lng': 103.9556108}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.345655630291502, 'lng': 103.9567639802915}, 'southwest': {'lat': 1.342957669708498, 'lng': 103.9540660197085}}}, 'place_id': 'ChIJB5sA_CE92jERNbvw30PEcXk', 'types': ['route']}",1.3440316,103.9556108,1.3440316%2C103.9556108,"[None, None]"
307,TAMPINES CTRL 7,"{'address_components': [{'long_name': 'Tampines Central 7', 'short_name': 'Tampines Central 7', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Central 7, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3590684, 'lng': 103.9423157}, 'southwest': {'lat': 1.3573177, 'lng': 103.9379647}}, 'location': {'lat': 1.3581378, 'lng': 103.9400907}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.359542030291502, 'lng': 103.9423157}, 'southwest': {'lat': 1.356844069708498, 'lng': 103.9379647}}}, 'place_id': 'ChIJx5rlhQw92jERs7SvxRzhVgk', 'types': ['route']}",1.3581378,103.9400907,1.3581378%2C103.9400907,"[None, None]"
308,TAMPINES ST 33,"{'address_components': [{'long_name': 'Tampines Street 33', 'short_name': 'Tampines Street 33', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 33, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3539943, 'lng': 103.962985}, 'southwest': {'lat': 1.3516222, 'lng': 103.9571828}}, 'location': {'lat': 1.352159, 'lng': 103.9600783}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.354157230291502, 'lng': 103.962985}, 'southwest': {'lat': 1.351459269708498, 'lng': 103.9571828}}}, 'place_id': 'ChIJD7olXR092jEROUf7H6cTdyg', 'types': ['route']}",1.352159,103.9600783,1.352159%2C103.9600783,"[None, None]"
309,TAMPINES ST 32,"{'address_components': [{'long_name': 'Tampines Street 32', 'short_name': 'Tampines Street 32', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Street 32, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3540071, 'lng': 103.9608091}, 'southwest': {'lat': 1.3534172, 'lng': 103.955007}}, 'location': {'lat': 1.3537995, 'lng': 103.9579087}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.355061130291502, 'lng': 103.9608091}, 'southwest': {'lat': 1.352363169708498, 'lng': 103.955007}}}, 'place_id': 'ChIJkdEwKh092jERLAT37kMNpuc', 'types': ['route']}",1.3537995,103.9579087,1.3537995%2C103.9579087,"[None, None]"
310,TAMPINES AVE 5,"{'address_components': [{'long_name': 'Tampines Avenue 5', 'short_name': 'Tampines Ave 5', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tampines Ave 5, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3588459, 'lng': 103.9477547}, 'southwest': {'lat': 1.3411678, 'lng': 103.9289005}}, 'location': {'lat': 1.3503018, 'lng': 103.9414861}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3588459, 'lng': 103.9477547}, 'southwest': {'lat': 1.3411678, 'lng': 103.9289005}}}, 'place_id': 'ChIJIWA1RRM92jER_o96im84fZA', 'types': ['route']}",1.3503018,103.9414861,1.3503018%2C103.9414861,"[None, None]"
311,LOR 5 TOA PAYOH,"{'address_components': [{'long_name': 'Lorong 5 Toa Payoh', 'short_name': 'Lor. 5 Toa Payoh', 'types': ['route']}, {'long_name': 'Toa Payoh', 'short_name': 'Toa Payoh', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Lor. 5 Toa Payoh, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3388062, 'lng': 103.8542344}, 'southwest': {'lat': 1.3329376, 'lng': 103.8498862}}, 'location': {'lat': 1.3365164, 'lng': 103.8527387}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3388062, 'lng': 103.8542344}, 'southwest': {'lat': 1.3329376, 'lng': 103.8498862}}}, 'place_id': 'ChIJxT67YG8X2jER-6jFhi_VPAo', 'types': ['route']}",1.3365164,103.8527387,1.3365164%2C103.8527387,"[None, None]"
312,LOR 7 TOA PAYOH,"{'address_components': [{'long_name': 'Lorong 7 Toa Payoh', 'short_name': 'Lor 7 Toa Payoh', 'types': ['route']}, {'long_name': 'Toa Payoh', 'short_name': 'Toa Payoh', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Lor 7 Toa Payoh, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3387853, 'lng': 103.8585827}, 'southwest': {'lat': 1.3340713, 'lng': 103.852785}}, 'location': {'lat': 1.3373747, 'lng': 103.856379}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3387853, 'lng': 103.8585827}, 'southwest': {'lat': 1.3340713, 'lng': 103.852785}}}, 'place_id': 'ChIJ37Mt7m8X2jERbWoBoFMuYRU', 'types': ['route']}",1.3373747,103.856379,1.3373747%2C103.856379,"[None, None]"
313,LOR 4 TOA PAYOH,"{'address_components': [{'long_name': 'Lorong 4 Toa Payoh', 'short_name': 'Lor 4 Toa Payoh', 'types': ['route']}, {'long_name': 'Toa Payoh', 'short_name': 'Toa Payoh', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Lor 4 Toa Payoh, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3400073, 'lng': 103.8520603}, 'southwest': {'lat': 1.3310356, 'lng': 103.8491615}}, 'location': {'lat': 1.3355859, 'lng': 103.8507769}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3400073, 'lng': 103.8520603}, 'southwest': {'lat': 1.3310356, 'lng': 103.8491615}}}, 'place_id': 'ChIJxbjU_WUX2jERsf5wi0Sr62c', 'types': ['route']}",1.3355859,103.8507769,1.3355859%2C103.8507769,"[None, None]"
